order_id,customer_id,order_timestamp,order_date,city,customer_type,customer_tenure_days,previous_orders,prior_cancellations,email_verified,traffic_source,device_type,session_duration_minutes,pages_viewed,cart_items,product,category,quantity,unit_price,discount_percent,coupon_code,shipping_fee,delivery_distance_km,estimated_delivery_days,payment_method,gross_amount,discount_amount,total_amount,order_status,actual_delivery_days,customer_rating
11568,14040,2025-01-14 06:08:09,2025-01-14,Abuja,New,10,0,0,False,Paid Search,Mobile,5.9,8,1,Wireless Earbuds,Electronics,1,17700.0,0,,2200.0,30.2,4,Cash on Delivery,17700.0,0.0,19900.0,Cancelled,,
11569,13887,2024-06-27 01:10:00,2024-06-27,Ibadan,New,70,1,0,True,Email,Mobile,5.1,6,4,Cookware Set,Home & Kitchen,2,75200.0,0,,2200.0,30.8,5,Bank Transfer,150400.0,0.0,152600.0,Cancelled,,
11570,10725,2024-03-07 00:38:40,2024-03-07,Benin City,New,74,0,0,True,Organic,Mobile,9.7,11,3,Sneakers,Fashion,3,47000.0,25,SAVE5,2100.0,28.0,4,Bank Transfer,141000.0,35250.0,107850.0,Delivered,6.0,4.0
11571,12309,2025-06-23 03:51:37,2025-06-23,Abuja,New,88,0,0,True,Organic,Mobile,16.2,12,5,Smart Watch,Electronics,3,46700.0,25,SAVE5,1700.0,19.6,3,Card,140100.0,35025.0,106775.0,Delivered,2.0,5.0
11572,12061,2025-08-16 10:59:20,2025-08-16,Benin City,New,10,0,0,True,Affiliate,Mobile,20.6,8,4,Cookware Set,Home & Kitchen,1,88000.0,10,SAVE5,2300.0,32.6,5,Cash on Delivery,88000.0,8800.0,81500.0,Delivered,8.0,4.0
11573,12248,2025-10-04 17:08:17,2025-10-04,Lagos,New,78,0,0,True,Paid Search,Mobile,34.6,11,5,Perfume,Beauty & Personal Care,4,33300.0,0,,2000.0,20.0,4,Card,133200.0,0.0,135200.0,Cancelled,,
11574,11745,2025-12-11 01:51:10,2025-12-11,Port Harcourt,Returning,206,4,0,True,Social Media,Mobile,17.0,8,2,Cookware Set,Home & Kitchen,1,72800.0,5,MEGA30,2200.0,31.8,4,Card,72800.0,3640.0,71360.0,Cancelled,,
11575,14120,2025-08-18 12:30:17,2025-08-18,Abuja,Returning,451,8,0,False,Email,Desktop,17.3,9,2,Air Fryer,Home & Kitchen,2,59900.0,20,FLASH15,2000.0,27.7,3,Bank Transfer,119800.0,23960.0,97840.0,Delivered,2.0,5.0
11576,14980,2025-07-28 19:08:11,2025-07-28,Port Harcourt,New,79,0,0,True,Affiliate,Desktop,9.1,6,3,Water Bottle,Sports & Fitness,3,7400.0,0,,2300.0,33.2,4,Bank Transfer,22200.0,0.0,24500.0,Delivered,4.0,5.0
11577,10135,2025-08-16 09:45:51,2025-08-16,Lagos,New,59,1,0,True,Paid Search,Mobile,35.7,11,4,Running Shoes,Fashion,2,29100.0,20,SAVE10,1600.0,13.1,3,Card,58200.0,11640.0,48160.0,Delivered,3.0,5.0
11578,14284,2025-12-31 01:11:20,2025-12-31,Lagos,New,33,0,0,False,Organic,Mobile,7.4,9,5,Electric Kettle,Home & Kitchen,5,21200.0,15,SAVE10,2200.0,25.1,5,Bank Transfer,106000.0,15900.0,92300.0,Cancelled,,
11579,14325,2024-12-04 11:20:20,2024-12-04,Lagos,Returning,627,9,0,True,Affiliate,Desktop,5.9,9,6,Bluetooth Speaker,Electronics,4,23700.0,15,FLASH15,3000.0,42.5,5,Wallet,94800.0,14220.0,83580.0,Cancelled,,
11580,11828,2025-07-08 12:28:21,2025-07-08,Lagos,New,73,1,0,True,Referral,Mobile,5.9,8,5,Cookware Set,Home & Kitchen,2,74700.0,0,,1700.0,14.6,3,Bank Transfer,149400.0,0.0,151100.0,Delivered,3.0,5.0
11581,12427,2025-08-22 09:54:12,2025-08-22,Abuja,Returning,712,6,0,True,Social Media,Mobile,7.1,7,7,Cookware Set,Home & Kitchen,5,70500.0,15,SAVE10,1900.0,25.0,4,Card,352500.0,52875.0,301525.0,Delivered,7.0,4.0
11582,10511,2024-03-26 00:02:00,2024-03-26,Abuja,Returning,827,11,1,True,Social Media,Tablet,9.1,6,3,Body Lotion,Beauty & Personal Care,1,9200.0,10,SAVE10,1700.0,21.1,3,Card,9200.0,920.0,9980.0,Cancelled,,
11583,11756,2025-05-19 21:43:30,2025-05-19,Lagos,New,74,1,0,True,Organic,Mobile,6.2,6,4,Backpack,Fashion,2,27700.0,0,,1700.0,13.8,3,Card,55400.0,0.0,57100.0,Cancelled,,
11584,11192,2024-09-04 16:29:30,2024-09-04,Ibadan,New,7,0,0,False,Affiliate,Mobile,19.5,9,3,Laptop Stand,Electronics,2,35600.0,0,,1900.0,23.8,2,Card,71200.0,0.0,73100.0,Cancelled,,
11585,14535,2024-04-06 19:43:38,2024-04-06,Abuja,New,65,1,0,True,Paid Search,Mobile,12.5,9,3,Water Bottle,Sports & Fitness,1,7300.0,5,MEGA30,2200.0,30.0,3,Wallet,7300.0,365.0,9135.0,Delivered,6.0,4.0
11586,10536,2024-05-04 12:51:50,2024-05-04,Lagos,New,9,0,0,True,Social Media,Mobile,5.5,6,7,Hoodie,Fashion,4,26300.0,15,SAVE5,1800.0,16.1,1,Card,105200.0,15780.0,91220.0,Delivered,1.0,5.0
11587,11700,2024-03-24 11:15:04,2024-03-24,Lagos,New,4,1,0,True,Paid Search,Desktop,24.9,6,5,Smart Watch,Electronics,2,53500.0,0,,2100.0,24.2,4,Cash on Delivery,107000.0,0.0,109100.0,Cancelled,,
11588,12405,2025-10-18 06:02:24,2025-10-18,Ibadan,Returning,676,3,0,True,Organic,Desktop,19.6,9,6,Water Bottle,Sports & Fitness,3,6900.0,0,,1500.0,15.7,3,Card,20700.0,0.0,22200.0,Delivered,5.0,5.0
11589,14889,2025-07-18 06:36:06,2025-07-18,Ibadan,New,89,1,0,True,Social Media,Mobile,23.2,9,4,Electric Kettle,Home & Kitchen,3,17400.0,0,,1500.0,15.9,2,Wallet,52200.0,0.0,53700.0,Delivered,4.0,5.0
11590,14087,2024-03-15 16:06:03,2024-03-15,Benin City,New,41,0,0,True,Email,Desktop,1.0,8,3,Yoga Mat,Sports & Fitness,2,14700.0,15,SAVE10,1900.0,24.8,2,Card,29400.0,4410.0,26890.0,Delivered,5.0,4.0
11591,14682,2025-04-02 05:08:30,2025-04-02,Lagos,New,30,1,0,True,Paid Search,Mobile,7.9,5,2,Backpack,Fashion,2,25900.0,30,SAVE5,2000.0,20.3,5,Wallet,51800.0,15540.0,38260.0,Delivered,7.0,3.0
11592,11551,2025-04-27 18:34:29,2025-04-27,Ibadan,New,18,1,0,True,Affiliate,Mobile,18.0,6,3,Smart Watch,Electronics,2,49400.0,25,WEEKEND20,2000.0,26.1,4,Bank Transfer,98800.0,24700.0,76100.0,Delivered,7.0,4.0
11593,11340,2025-01-14 15:56:04,2025-01-14,Port Harcourt,New,77,0,0,True,Social Media,Mobile,4.4,8,5,Hoodie,Fashion,3,22600.0,10,FLASH15,1600.0,16.7,3,Card,67800.0,6780.0,62620.0,Delivered,5.0,4.0
11594,12857,2025-03-19 01:34:59,2025-03-19,Benin City,New,7,0,0,True,Social Media,Desktop,39.9,12,8,Bluetooth Speaker,Electronics,5,31000.0,15,WEEKEND20,1900.0,25.1,4,Card,155000.0,23250.0,133650.0,Delivered,6.0,4.0
11595,11704,2025-10-25 05:00:02,2025-10-25,Kano,Returning,95,3,0,True,Organic,Mobile,36.4,10,3,Makeup Kit,Beauty & Personal Care,1,24600.0,20,MEGA30,2400.0,35.8,5,Card,24600.0,4920.0,22080.0,Delivered,7.0,4.0
11596,10080,2025-01-14 06:45:22,2025-01-14,Lagos,Returning,678,6,0,True,Paid Search,Mobile,9.7,9,4,Power Bank,Electronics,3,18600.0,30,MEGA30,1900.0,19.7,3,Wallet,55800.0,16740.0,40960.0,Delivered,6.0,5.0
11597,14061,2025-04-27 03:51:10,2025-04-27,Ilorin,Returning,512,10,0,True,Social Media,Mobile,16.0,11,3,Wireless Earbuds,Electronics,2,14100.0,20,FLASH15,1600.0,17.6,4,Bank Transfer,28200.0,5640.0,24160.0,Delivered,5.0,4.0
11598,10475,2025-02-21 11:20:54,2025-02-21,Abuja,Returning,530,11,2,True,Social Media,Mobile,19.8,7,3,Air Fryer,Home & Kitchen,1,70800.0,20,FLASH15,2100.0,29.6,5,Wallet,70800.0,14160.0,58740.0,Delivered,5.0,4.0
11599,10979,2024-10-16 13:59:54,2024-10-16,Ilorin,Returning,380,5,0,True,Email,Tablet,9.1,8,2,Wristwatch,Fashion,1,62400.0,20,SAVE10,2300.0,34.0,4,Card,62400.0,12480.0,52220.0,Delivered,4.0,5.0
11600,14717,2025-10-13 05:09:33,2025-10-13,Lagos,New,46,1,0,True,Social Media,Mobile,9.1,8,4,T-Shirt,Fashion,1,10400.0,5,WEEKEND20,1600.0,13.2,3,Bank Transfer,10400.0,520.0,11480.0,Delivered,2.0,4.0
11601,13660,2024-10-29 14:01:10,2024-10-29,Port Harcourt,New,30,1,0,True,Paid Search,Mobile,10.8,8,5,Wristwatch,Fashion,3,49500.0,10,FLASH15,1800.0,21.4,3,Bank Transfer,148500.0,14850.0,135450.0,Delivered,3.0,5.0
11602,13213,2025-08-07 18:20:37,2025-08-07,Port Harcourt,New,81,1,0,True,Affiliate,Mobile,29.1,17,5,Sneakers,Fashion,3,35500.0,20,SAVE10,1300.0,11.4,3,Cash on Delivery,106500.0,21300.0,86500.0,Delivered,3.0,4.0
11603,10646,2025-03-18 10:24:24,2025-03-18,Lagos,Returning,850,13,0,True,Organic,Desktop,12.5,10,2,Wristwatch,Fashion,2,52400.0,20,WEEKEND20,1200.0,2.5,2,Bank Transfer,104800.0,20960.0,85040.0,Delivered,1.0,4.0
11604,11254,2025-05-15 16:52:28,2025-05-15,Kano,Returning,759,14,1,True,Email,Mobile,8.9,8,4,Air Fryer,Home & Kitchen,1,71000.0,10,WEEKEND20,2000.0,26.3,3,Bank Transfer,71000.0,7100.0,65900.0,Delivered,3.0,5.0
11605,11029,2025-07-09 18:16:09,2025-07-09,Lagos,Returning,591,14,1,True,Organic,Mobile,17.0,13,4,Cookware Set,Home & Kitchen,1,72800.0,15,SAVE5,2100.0,22.7,4,Card,72800.0,10920.0,63980.0,Delivered,7.0,5.0
11606,13207,2025-06-21 23:17:43,2025-06-21,Lagos,Returning,346,13,0,True,Social Media,Mobile,5.6,8,6,Blender,Home & Kitchen,3,24100.0,15,MEGA30,1100.0,1.5,3,Bank Transfer,72300.0,10845.0,62555.0,Refunded,,
11607,12503,2025-02-16 13:00:51,2025-02-16,Lagos,VIP,1217,9,0,True,Social Media,Mobile,3.8,6,3,Smart Watch,Electronics,3,41100.0,10,SAVE5,1500.0,10.5,3,Bank Transfer,123300.0,12330.0,112470.0,Delivered,3.0,4.0
11608,11803,2025-03-25 22:04:03,2025-03-25,Ilorin,Returning,525,5,0,True,Social Media,Desktop,21.3,12,3,Bluetooth Speaker,Electronics,2,28500.0,20,FLASH15,2300.0,32.8,4,Bank Transfer,57000.0,11400.0,47900.0,Cancelled,,
11609,13730,2025-01-06 21:42:02,2025-01-06,Ilorin,Returning,746,1,0,True,Referral,Desktop,5.4,6,6,Yoga Mat,Sports & Fitness,3,16900.0,0,,1600.0,18.3,4,Card,50700.0,0.0,52300.0,Delivered,5.0,5.0
11610,13890,2024-09-04 21:43:32,2024-09-04,Port Harcourt,New,26,0,0,True,Organic,Desktop,10.8,5,4,Phone Charger,Electronics,4,12800.0,0,,2100.0,29.2,4,Wallet,51200.0,0.0,53300.0,Cancelled,,
11611,13698,2025-06-15 08:44:44,2025-06-15,Port Harcourt,New,48,0,0,True,Organic,Mobile,11.6,8,4,Gym Bag,Sports & Fitness,3,22000.0,10,SAVE10,1500.0,15.2,3,Card,66000.0,6600.0,60900.0,Delivered,4.0,4.0
11612,10529,2025-10-04 11:05:15,2025-10-04,Lagos,Returning,587,5,1,True,Referral,Mobile,7.6,5,1,Phone Charger,Electronics,1,11900.0,30,MEGA30,1700.0,15.4,3,Bank Transfer,11900.0,3570.0,10030.0,Delivered,2.0,4.0
11613,13045,2025-05-30 13:09:39,2025-05-30,Abuja,New,81,1,0,True,Social Media,Desktop,5.6,5,3,Body Lotion,Beauty & Personal Care,1,9900.0,10,SAVE10,1700.0,19.0,4,Cash on Delivery,9900.0,990.0,10610.0,Delivered,4.0,4.0
11614,11051,2025-07-18 10:56:16,2025-07-18,Ilorin,Returning,771,11,1,True,Email,Mobile,11.2,13,6,Storage Rack,Home & Kitchen,5,41700.0,10,WEEKEND20,1400.0,14.1,3,Cash on Delivery,208500.0,20850.0,189050.0,Delivered,4.0,4.0
11615,11361,2025-08-29 23:36:17,2025-08-29,Benin City,New,13,1,0,True,Paid Search,Mobile,24.2,5,4,Running Shoes,Fashion,2,27200.0,15,SAVE5,2200.0,32.1,5,Bank Transfer,54400.0,8160.0,48440.0,Delivered,4.0,5.0
11616,14892,2024-09-25 12:58:57,2024-09-25,Kano,New,65,1,0,True,Paid Search,Mobile,6.9,2,6,Hoodie,Fashion,3,23300.0,25,MEGA30,2100.0,29.5,5,Bank Transfer,69900.0,17475.0,54525.0,Delivered,6.0,4.0
11617,12077,2024-02-15 17:24:30,2024-02-15,Lagos,Returning,511,4,1,True,Referral,Desktop,12.8,6,5,Resistance Bands,Sports & Fitness,4,6500.0,10,SAVE5,1500.0,9.3,3,Wallet,26000.0,2600.0,24900.0,Delivered,2.0,5.0
11618,13938,2024-09-03 18:21:23,2024-09-03,Kano,Returning,127,6,1,True,Referral,Tablet,7.8,6,3,Hair Dryer,Beauty & Personal Care,2,30900.0,5,FLASH15,1500.0,14.8,3,Bank Transfer,61800.0,3090.0,60210.0,Delivered,3.0,
11619,11232,2025-07-05 20:52:47,2025-07-05,Ilorin,Returning,633,2,0,True,Paid Search,Desktop,11.0,6,5,Blender,Home & Kitchen,3,31900.0,25,FLASH15,2100.0,27.9,5,Card,95700.0,23925.0,73875.0,Delivered,6.0,5.0
11620,14862,2025-08-19 07:00:26,2025-08-19,Ilorin,New,40,0,0,True,Paid Search,Desktop,10.1,4,5,Water Bottle,Sports & Fitness,2,8100.0,20,MEGA30,1900.0,25.3,3,Card,16200.0,3240.0,14860.0,Delivered,6.0,5.0
11621,11386,2025-01-10 13:24:47,2025-01-10,Ibadan,New,78,0,0,True,Organic,Desktop,21.0,4,5,Smart Watch,Electronics,3,44600.0,0,,2100.0,28.9,4,Bank Transfer,133800.0,0.0,135900.0,Delivered,7.0,4.0
11622,10910,2025-07-23 03:34:44,2025-07-23,Lagos,New,82,1,0,True,Organic,Mobile,4.4,5,5,Perfume,Beauty & Personal Care,5,32000.0,25,SAVE10,2800.0,37.8,6,Card,160000.0,40000.0,122800.0,Cancelled,,
11623,11617,2024-02-24 14:24:57,2024-02-24,Ilorin,VIP,1196,38,2,True,Organic,Mobile,7.7,6,6,Water Bottle,Sports & Fitness,3,6800.0,25,SAVE10,1500.0,16.6,5,Cash on Delivery,20400.0,5100.0,16800.0,Delivered,6.0,4.0
11624,10868,2025-04-15 20:33:10,2025-04-15,Port Harcourt,Returning,694,7,2,True,Referral,Mobile,4.2,8,5,Yoga Mat,Sports & Fitness,3,15200.0,25,FLASH15,1100.0,7.0,3,Card,45600.0,11400.0,35300.0,Delivered,5.0,5.0
11625,12995,2025-05-11 08:33:06,2025-05-11,Lagos,New,26,0,0,True,Email,Desktop,6.6,6,3,Phone Charger,Electronics,1,13600.0,10,SAVE10,1100.0,1.5,3,Card,13600.0,1360.0,13340.0,Delivered,3.0,3.0
11626,10721,2025-01-06 05:32:43,2025-01-06,Lagos,Returning,668,10,0,True,Organic,Mobile,1.6,5,2,Electric Trimmer,Beauty & Personal Care,2,18600.0,5,WEEKEND20,1200.0,2.5,2,Wallet,37200.0,1860.0,36540.0,Cancelled,,
11627,11038,2025-06-07 18:58:51,2025-06-07,Ibadan,VIP,865,31,1,True,Paid Search,Mobile,11.8,5,1,Bluetooth Speaker,Electronics,1,23600.0,5,FLASH15,2000.0,25.8,2,Bank Transfer,23600.0,1180.0,24420.0,Cancelled,,
11628,13511,2024-12-25 06:18:06,2024-12-25,Benin City,Returning,551,1,0,True,Organic,Mobile,24.4,9,5,Hair Dryer,Beauty & Personal Care,2,32500.0,5,MEGA30,2100.0,28.8,5,Bank Transfer,65000.0,3250.0,63850.0,Delivered,6.0,4.0
11629,10213,2025-01-17 18:30:53,2025-01-17,Ilorin,New,30,0,0,True,Organic,Mobile,4.4,4,5,Storage Rack,Home & Kitchen,2,34600.0,10,FLASH15,2300.0,34.4,3,Bank Transfer,69200.0,6920.0,64580.0,Delivered,5.0,5.0
11630,12203,2025-03-17 11:59:08,2025-03-17,Ilorin,New,8,1,1,True,Referral,Mobile,14.7,5,4,T-Shirt,Fashion,4,10200.0,0,,2200.0,32.1,3,Bank Transfer,40800.0,0.0,43000.0,Delivered,2.0,5.0
11631,13463,2025-08-03 06:24:32,2025-08-03,Ibadan,New,74,1,0,True,Organic,Desktop,22.7,10,3,T-Shirt,Fashion,1,11800.0,10,WEEKEND20,1700.0,20.7,2,Card,11800.0,1180.0,12320.0,Delivered,5.0,5.0
11632,12228,2024-06-30 19:17:17,2024-06-30,Ilorin,New,13,0,0,True,Organic,Mobile,20.4,14,6,Power Bank,Electronics,3,18700.0,5,SAVE5,1700.0,19.0,4,Card,56100.0,2805.0,54995.0,Delivered,3.0,5.0
11633,10110,2024-08-07 11:33:09,2024-08-07,Lagos,Returning,285,2,0,True,Social Media,Mobile,42.9,12,4,Wristwatch,Fashion,2,54300.0,0,,1700.0,14.5,5,Wallet,108600.0,0.0,110300.0,Cancelled,,
11634,10791,2024-11-02 04:11:14,2024-11-02,Lagos,New,86,1,0,True,Organic,Desktop,2.4,5,1,Laptop Stand,Electronics,1,34700.0,25,MEGA30,2000.0,21.0,3,Card,34700.0,8675.0,28025.0,Delivered,6.0,5.0
11635,14854,2024-05-27 14:15:36,2024-05-27,Lagos,New,58,1,0,True,Social Media,Mobile,3.7,5,3,Wristwatch,Fashion,3,55000.0,30,MEGA30,2000.0,21.3,4,Wallet,165000.0,49500.0,117500.0,Cancelled,,
11636,13861,2024-09-01 07:37:12,2024-09-01,Kano,Returning,615,12,0,True,Social Media,Mobile,9.7,8,4,Electric Kettle,Home & Kitchen,1,19500.0,0,,2100.0,28.8,4,Bank Transfer,19500.0,0.0,21600.0,Delivered,5.0,4.0
11637,11752,2024-09-13 09:16:34,2024-09-13,Enugu,Returning,75,3,0,True,Email,Mobile,15.7,6,4,Air Fryer,Home & Kitchen,1,60700.0,15,MEGA30,2400.0,35.3,4,Cash on Delivery,60700.0,9105.0,53995.0,Delivered,6.0,5.0
11638,14369,2024-08-17 16:58:30,2024-08-17,Benin City,Returning,611,4,2,True,Paid Search,Mobile,21.6,12,1,Electric Kettle,Home & Kitchen,1,19200.0,10,MEGA30,1500.0,14.6,2,Cash on Delivery,19200.0,1920.0,18780.0,Cancelled,,
11639,10033,2024-10-26 17:55:33,2024-10-26,Ilorin,New,49,0,0,False,Affiliate,Desktop,21.7,14,3,Makeup Kit,Beauty & Personal Care,1,26300.0,0,,2200.0,31.3,4,Card,26300.0,0.0,28500.0,Cancelled,,
11640,10237,2025-01-03 23:54:16,2025-01-03,Port Harcourt,New,90,1,0,True,Referral,Mobile,18.5,8,4,Phone Charger,Electronics,2,12100.0,0,,1100.0,7.3,3,Card,24200.0,0.0,25300.0,Delivered,2.0,4.0
11641,14423,2025-05-23 17:27:32,2025-05-23,Kano,Returning,836,7,0,True,Affiliate,Desktop,7.2,10,3,Yoga Mat,Sports & Fitness,2,13000.0,0,,2000.0,26.4,4,Bank Transfer,26000.0,0.0,28000.0,Delivered,6.0,4.0
11642,13372,2024-08-09 10:46:36,2024-08-09,Abuja,Returning,271,13,2,False,Affiliate,Mobile,12.0,7,3,T-Shirt,Fashion,1,11100.0,15,WEEKEND20,1500.0,16.0,3,Bank Transfer,11100.0,1665.0,10935.0,Delivered,4.0,4.0
11643,13000,2025-09-10 01:48:05,2025-09-10,Kano,Returning,191,3,0,True,Social Media,Mobile,13.9,7,2,Laptop Stand,Electronics,1,35500.0,15,SAVE5,2700.0,41.4,5,Card,35500.0,5325.0,32875.0,Delivered,5.0,5.0
11644,11723,2024-12-16 11:04:29,2024-12-16,Kano,Returning,703,14,0,True,Paid Search,Mobile,13.3,7,4,Bluetooth Speaker,Electronics,2,29700.0,20,FLASH15,2300.0,33.8,5,Bank Transfer,59400.0,11880.0,49820.0,Delivered,4.0,4.0
11645,14087,2025-06-10 23:47:18,2025-06-10,Abuja,New,46,0,0,True,Referral,Mobile,13.6,13,5,Body Lotion,Beauty & Personal Care,2,10100.0,0,,1800.0,21.6,3,Card,20200.0,0.0,22000.0,Delivered,5.0,5.0
11646,13041,2024-03-24 22:10:11,2024-03-24,Lagos,New,74,0,0,False,Social Media,Mobile,4.3,7,2,Air Fryer,Home & Kitchen,2,63200.0,20,MEGA30,1400.0,8.8,3,Bank Transfer,126400.0,25280.0,102520.0,Delivered,4.0,5.0
11647,12176,2024-05-07 04:26:15,2024-05-07,Lagos,New,10,0,0,True,Affiliate,Mobile,10.0,10,8,Sneakers,Fashion,5,39000.0,25,WEEKEND20,1800.0,17.1,3,Card,195000.0,48750.0,148050.0,Delivered,3.0,4.0
11648,11903,2024-11-27 13:19:48,2024-11-27,Enugu,New,13,0,0,,Affiliate,Tablet,13.5,5,3,Yoga Mat,Sports & Fitness,1,12500.0,25,WEEKEND20,2000.0,25.9,3,Card,12500.0,3125.0,11375.0,Delivered,4.0,5.0
11649,11771,2024-09-24 16:54:44,2024-09-24,Ibadan,Returning,323,10,0,True,Affiliate,Mobile,6.9,9,4,Electric Kettle,Home & Kitchen,2,18300.0,15,MEGA30,1500.0,16.1,5,Wallet,36600.0,5490.0,32610.0,Delivered,4.0,5.0
11650,12877,2024-12-28 15:57:54,2024-12-28,Abuja,Returning,688,11,1,True,Paid Search,Mobile,11.2,10,3,Desk Lamp,Home & Kitchen,2,18300.0,0,,1900.0,23.6,3,Card,36600.0,0.0,38500.0,Delivered,3.0,3.0
11651,13276,2024-04-25 19:12:36,2024-04-25,Ilorin,Returning,324,9,0,True,Social Media,Desktop,13.0,6,5,Bluetooth Speaker,Electronics,2,27800.0,10,MEGA30,1800.0,21.4,3,Card,55600.0,5560.0,51840.0,Refunded,,
11652,14024,2024-12-12 04:59:12,2024-12-12,Abuja,New,67,0,0,True,Referral,Mobile,12.1,7,5,Hoodie,Fashion,2,23000.0,0,,1700.0,19.5,3,Bank Transfer,46000.0,0.0,47700.0,Cancelled,,
11653,12031,2025-05-16 23:53:20,2025-05-16,Abuja,New,55,1,0,False,Paid Search,Desktop,18.5,10,2,Sneakers,Fashion,2,43700.0,15,FLASH15,1800.0,22.1,4,Wallet,87400.0,13110.0,76090.0,Delivered,4.0,5.0
11654,11270,2025-06-16 12:00:58,2025-06-16,Kano,VIP,739,8,0,True,Referral,Mobile,28.1,14,6,Bluetooth Speaker,Electronics,3,24300.0,0,,1500.0,14.5,2,Card,72900.0,0.0,74400.0,Delivered,4.0,4.0
11655,12782,2024-06-30 09:55:38,2024-06-30,Abuja,New,50,1,0,True,Social Media,Mobile,1.3,7,5,Yoga Mat,Sports & Fitness,2,14100.0,10,MEGA30,1300.0,11.3,3,Wallet,28200.0,2820.0,26680.0,Delivered,4.0,3.0
11656,12918,2024-09-08 18:40:59,2024-09-08,Abuja,New,44,1,0,True,Organic,Mobile,14.2,11,3,Power Bank,Electronics,2,20600.0,0,,1900.0,24.3,4,Bank Transfer,41200.0,0.0,43100.0,Delivered,5.0,4.0
11657,11390,2025-01-19 01:23:17,2025-01-19,Kano,New,40,0,0,True,Organic,Mobile,9.5,5,3,Laptop Stand,Electronics,3,38300.0,0,,1800.0,22.0,4,Bank Transfer,114900.0,0.0,116700.0,Cancelled,,
11658,10367,2025-01-13 15:23:59,2025-01-13,Abuja,Returning,48,12,1,True,Referral,Desktop,4.1,12,3,Wristwatch,Fashion,3,56300.0,15,FLASH15,1300.0,11.0,4,Bank Transfer,168900.0,25335.0,144865.0,Cancelled,,
11659,11664,2025-08-01 19:51:45,2025-08-01,Abuja,New,22,1,0,True,Affiliate,Mobile,27.1,9,6,Storage Rack,Home & Kitchen,4,39600.0,0,,2400.0,35.5,5,Card,158400.0,0.0,160800.0,Delivered,5.0,5.0
11660,10353,2024-10-12 07:14:45,2024-10-12,Lagos,New,81,0,0,True,Social Media,Mobile,18.0,11,3,Hoodie,Fashion,2,23800.0,15,SAVE10,2300.0,26.9,4,Card,47600.0,7140.0,42760.0,Cancelled,,
11661,10411,2025-05-05 10:57:30,2025-05-05,Enugu,New,66,0,0,True,Referral,Desktop,17.6,11,2,Smart Watch,Electronics,2,45800.0,0,,2300.0,32.7,4,Bank Transfer,91600.0,0.0,93900.0,Cancelled,,
11662,14830,2025-10-08 00:35:05,2025-10-08,Port Harcourt,Returning,852,8,1,True,Social Media,Desktop,25.9,11,6,Power Bank,Electronics,3,22400.0,20,MEGA30,1700.0,19.7,3,Card,67200.0,13440.0,55460.0,Delivered,3.0,5.0
11663,13907,2024-08-06 02:40:23,2024-08-06,Benin City,Returning,339,5,0,True,Social Media,Mobile,15.7,5,3,Water Bottle,Sports & Fitness,3,7100.0,20,WEEKEND20,1800.0,22.8,4,Card,21300.0,4260.0,18840.0,Cancelled,,
11664,10178,2025-08-24 14:13:28,2025-08-24,Ibadan,Returning,490,3,0,True,Organic,Mobile,7.2,6,5,Makeup Kit,Beauty & Personal Care,2,25300.0,30,MEGA30,2000.0,26.8,4,Card,50600.0,15180.0,37420.0,Cancelled,,
11665,11745,2024-08-31 07:48:51,2024-08-31,Lagos,New,76,1,0,True,Referral,Tablet,17.9,13,5,Cookware Set,Home & Kitchen,4,83500.0,5,WEEKEND20,1500.0,10.7,2,Bank Transfer,334000.0,16700.0,318800.0,Cancelled,,
11666,11274,2024-09-01 10:34:58,2024-09-01,Abuja,Returning,141,3,0,True,Social Media,Mobile,48.9,7,5,Skincare Set,Beauty & Personal Care,2,25800.0,20,SAVE5,1800.0,21.4,3,Bank Transfer,51600.0,10320.0,43080.0,Delivered,5.0,3.0
11667,14875,2025-04-22 14:37:22,2025-04-22,Abuja,New,25,0,0,True,Email,Tablet,14.9,7,3,Dumbbell Set,Sports & Fitness,3,51800.0,0,,1800.0,23.3,2,Cash on Delivery,155400.0,0.0,157200.0,Delivered,4.0,4.0
11668,12189,2025-03-30 12:36:52,2025-03-30,Kano,New,58,1,0,True,Social Media,Mobile,7.6,9,7,Running Shoes,Fashion,5,36200.0,10,SAVE10,2000.0,27.2,4,Card,181000.0,18100.0,164900.0,Cancelled,,
11669,11299,2025-02-05 15:51:43,2025-02-05,Port Harcourt,VIP,204,23,2,True,Referral,Desktop,10.9,4,2,Skincare Set,Beauty & Personal Care,2,27900.0,10,FLASH15,1700.0,21.0,3,Card,55800.0,5580.0,51920.0,Delivered,2.0,5.0
11670,13174,2024-06-18 00:38:16,2024-06-18,Ibadan,New,75,1,0,True,Referral,Mobile,5.2,5,3,Bluetooth Speaker,Electronics,3,26100.0,10,SAVE10,2000.0,25.6,5,Card,78300.0,7830.0,72470.0,Delivered,4.0,4.0
11671,12376,2024-03-11 11:07:38,2024-03-11,Kano,Returning,867,5,0,True,Social Media,Mobile,12.0,8,4,Gym Bag,Sports & Fitness,4,22500.0,15,SAVE10,2100.0,29.0,3,Wallet,90000.0,13500.0,78600.0,Cancelled,,
11672,10937,2025-10-26 10:32:02,2025-10-26,Lagos,VIP,930,27,1,True,Affiliate,Mobile,1.3,7,2,Electric Kettle,Home & Kitchen,1,15700.0,15,WEEKEND20,1600.0,11.2,3,Bank Transfer,15700.0,2355.0,14945.0,Delivered,3.0,5.0
